date,City/Place,district,urban_tier,country,property_type,furnishing_status,price,bedrooms,bathrooms,floors,sqft_living,sqft_ground_floor,sqft_above_ground_floor,area_cents,yr_built,yr_renovated,view,condition,distance_city_center_km,distance_school_km,distance_hospital_km,parking,builder_reputation_score,place,nearest_it_park_distance_km,nearest_airport_distance_km,nearest_bus_station_distance_km,nearest_mall_distance_km,school_rating,hospital_rating,crime_index,future_development_score,latitude,longitude
2023-07-20,Kochi,Thiruvananthapuram,1,India,Villa,Semi-Furnished,27459834,5,4.0,2,3165,1582,1583,21.5,1990,0,,4,5.0,4.0,4.6,,7.0,Ulloor,47.7,6.1,8.6,26.9,6.9,5.0,7.5,4.0,8.579782,76.944593
2024-03-08,Kannur,Thiruvananthapuram,1,India,Villa,Fully Furnished,37101249,5,5.0,2,3246,1623,1623,21.61,2011,2025,4.0,4,2.8,2.5,2.9,Yes,7.6,Kowdiar,4.1,17.7,3.2,21.9,6.7,7.2,5.6,9.8,8.430614,76.973169
2025-01-16,Palakkad,Kozhikode,1,India,Apartment,Semi-Furnished,12775000,4,3.0,1,2500,2500,0,26.5,1989,0,2.0,3,5.6,4.0,5.0,Yes,6.8,Koyilandy,7.3,43.9,4.0,19.2,9.8,5.8,4.9,3.0,11.306293,75.787037
2024-11-15,Palakkad,Ernakulam,1,India,Apartment,Fully Furnished,18065576,3,3.0,1,2446,2446,0,25.2,2014,0,0.0,4,1.9,2.2,1.9,No,5.7,Thevara,15.6,6.9,10.1,4.2,7.7,8.3,4.9,3.9,9.997567,76.269304
2025-03-18,Thrissur,Kasaragod,1,India,Independent House,Unfurnished,5090098,1,1.0,1,781,781,0,13.48,2005,0,3.0,5,5.5,4.0,5.0,Yes,6.8,Cheruvathur,27.9,35.1,10.6,19.8,6.7,6.5,7.7,5.0,12.618262,74.917945
2023-11-08,Thrissur,Alappuzha,1,India,Independent House,Unfurnished,29485916,6,5.0,3,4524,1508,3016,21.65,2019,2025,1.0,4,6.0,4.0,5.0,Yes,8.4,Chengannur,5.3,39.6,10.8,22.0,7.6,5.0,4.3,4.1,9.443014,76.330879
2024-01-01,Malappuram,Pathanamthitta,1,India,Independent House,Semi-Furnished,9945000,3,3.0,2,1950,975,975,12.57,2016,0,4.0,3,6.0,4.0,5.0,No,4.7,Thiruvalla,42.4,73.9,19.6,9.6,8.2,8.7,9.9,6.1,9.330316,76.67021
2024-02-19,Alappuzha,Palakkad,1,India,Apartment,Fully Furnished,17077172,4,4.0,1,2500,2500,0,18.9,2001,0,2.0,2,4.3,4.0,4.6,Yes,6.7,Mannarkkad,31.0,26.6,1.0,7.7,9.7,5.8,6.7,8.9,10.675176,76.486982
2025-04-27,Kollam,Thiruvananthapuram,1,India,Independent House,Fully Furnished,10862775,2,2.0,2,1596,798,798,13.75,1999,2022,3.0,2,5.6,4.0,5.0,No,5.2,Attingal,27.3,15.2,15.8,20.8,4.0,10.0,7.4,8.4,8.522616,76.850536
2024-05-09,Kozhikode,Thiruvananthapuram,1,India,Villa,Unfurnished,44041730,5,5.0,2,3260,1630,1630,13.99,2004,0,4.0,3,2.1,1.6,1.9,Yes,8.7,Kowdiar,8.7,2.6,7.2,4.1,8.0,5.7,9.0,8.4,8.489236,76.99291
2025-02-14,Kannur,Kollam,1,India,Independent House,Unfurnished,22954588,5,5.0,3,3279,1093,2186,16.12,1990,0,4.0,5,2.8,2.4,3.3,Yes,3.8,Pathanapuram,13.0,11.5,15.1,17.7,3.1,7.0,8.8,9.4,8.838677,76.608503
2023-09-05,Thiruvananthapuram,Kozhikode,1,India,Apartment,Unfurnished,27608506,4,3.0,1,2500,2500,0,23.6,1990,0,,4,1.9,2.3,1.5,,5.5,Mananchira,8.4,60.6,14.8,29.3,3.0,5.8,6.7,9.0,11.236053,75.833769
2023-11-23,Kochi,Pathanamthitta,1,India,Villa,Fully Furnished,48327829,6,5.0,1,4257,4257,0,24.79,2005,0,1.0,2,4.5,4.0,4.0,Yes,7.2,Mallappally,42.7,36.7,12.5,1.2,8.0,6.7,3.8,8.2,9.29801,76.734645
2024-06-03,Kochi,Kollam,1,India,Villa,Semi-Furnished,20825260,3,3.0,1,1883,1883,0,25.3,2015,0,2.0,5,4.5,4.0,4.8,Yes,9.3,Kollam,29.4,17.5,12.7,5.9,6.9,9.9,7.6,9.2,8.876508,76.673499
2023-12-25,Kochi,Kottayam,1,India,Villa,Fully Furnished,21938382,3,4.0,2,2235,1118,1117,9.04,1986,0,3.0,4,3.8,4.0,4.3,Yes,6.4,Pala,36.9,74.8,13.3,16.1,8.6,3.8,5.4,4.6,9.62147,76.408243
2023-02-09,Thiruvananthapuram,Thrissur,1,India,Villa,Unfurnished,12581296,3,3.0,2,1798,899,899,10.52,2022,0,4.0,2,5.4,4.0,5.0,Yes,5.5,Chalakudy,15.2,63.4,15.0,2.6,5.6,8.7,1.5,7.2,10.572449,76.123231
2025-06-15,Kottayam,Ernakulam,1,India,Villa,Fully Furnished,15372766,4,3.0,2,2629,1314,1315,25.23,1987,0,0.0,4,3.5,4.0,3.4,Yes,9.9,Aluva,18.9,10.9,2.8,21.4,4.1,9.2,5.7,3.0,10.093001,76.371928
2024-05-30,Kollam,Ernakulam,1,India,Villa,Fully Furnished,31408410,6,5.0,2,3895,1948,1947,22.51,2004,0,2.0,5,2.1,2.5,2.5,Yes,3.9,Aluva,20.5,23.0,7.3,2.9,7.5,7.7,3.7,1.7,10.003191,76.302579
2023-04-29,Kannur,Thiruvananthapuram,1,India,Villa,Unfurnished,9609372,1,1.0,1,1008,1008,0,14.78,2003,0,1.0,2,5.6,4.0,5.0,Yes,2.5,Technopark,38.1,68.3,16.9,6.2,6.6,6.4,2.2,7.9,8.503277,76.994282
2025-01-20,Kozhikode,Wayanad,1,India,Independent House,Fully Furnished,4159112,1,1.0,1,677,677,0,15.39,1992,2023,4.0,5,4.6,4.0,4.6,Yes,7.3,Pulpally,38.7,56.0,11.0,16.7,5.1,6.8,7.6,2.3,11.650338,76.148846
2023-06-11,Kochi,Kozhikode,1,India,Independent House,Semi-Furnished,28247491,3,3.0,2,2227,1114,1113,23.99,2008,0,0.0,3,2.6,2.8,2.4,No,5.6,Beypore,10.7,75.8,2.9,24.6,6.3,7.8,1.2,5.6,11.329755,75.735055
2023-08-14,Wayanad,Kottayam,3,India,Independent House,Semi-Furnished,3570869,1,1.0,1,811,811,0,13.83,1992,0,3.0,5,10.5,10.0,10.5,Yes,4.7,Kuravilangad,47.1,7.9,19.2,11.3,6.8,9.7,4.7,4.2,9.540705,76.424451
2024-08-23,Alappuzha,Wayanad,1,India,Independent House,Semi-Furnished,18001114,3,3.0,2,2406,1203,1203,16.74,2004,0,1.0,2,5.3,4.0,5.0,No,7.8,Meenangadi,6.5,62.5,19.8,2.2,4.4,5.4,1.9,6.1,11.594842,75.983728
2023-02-03,Kannur,Pathanamthitta,1,India,Independent House,Semi-Furnished,30556746,6,5.0,2,4773,2386,2387,17.23,2007,2016,0.0,2,5.7,4.0,5.0,No,6.9,Adoor,44.9,8.0,10.4,10.8,8.1,9.4,3.1,7.8,9.318386,76.934713
2023-03-04,Malappuram,Ernakulam,1,India,Apartment,Semi-Furnished,24705239,4,4.0,1,2500,2500,0,7.75,1998,0,4.0,3,2.5,2.3,2.7,Yes,5.5,Thevara,5.5,28.3,10.8,2.7,7.3,5.0,1.4,8.8,10.094026,76.159913
2024-07-14,Thrissur,Kozhikode,1,India,Independent House,Fully Furnished,7819245,2,2.0,1,1461,1461,0,18.68,1985,0,2.0,2,5.7,4.0,5.0,Yes,4.2,Beypore,13.6,60.6,6.0,6.1,3.5,6.1,6.3,1.0,11.317988,75.893769
2023-06-26,Kochi,Malappuram,1,India,Apartment,Unfurnished,26544522,4,4.0,1,2500,2500,0,16.37,2023,0,0.0,3,4.2,4.0,3.9,Yes,8.1,Ponnani,42.4,57.5,10.4,14.3,6.5,6.1,8.0,9.4,11.003455,76.088116
2024-06-02,Malappuram,Ernakulam,1,India,Apartment,Unfurnished,13543750,4,3.0,1,2500,2500,0,10.87,1993,0,0.0,3,4.5,4.0,4.3,Yes,7.7,Mattancherry,9.4,2.2,19.4,26.5,4.9,4.2,3.5,7.1,9.819369,76.311339
2024-03-05,Kochi,Kozhikode,1,India,Apartment,Fully Furnished,12515623,2,2.0,1,1171,1171,0,7.23,1987,0,4.0,5,2.1,2.5,2.3,Yes,6.3,Vadakara,21.0,17.8,5.2,26.9,9.2,4.3,5.7,1.7,11.174915,75.795971
2023-11-04,Kollam,Kottayam,1,India,Independent House,Fully Furnished,28021635,6,5.0,2,4210,2105,2105,25.41,1991,0,2.0,5,2.5,2.1,2.8,Yes,9.8,Changanassery,22.8,62.7,6.2,21.3,6.2,9.0,3.3,2.7,9.465104,76.563429
2023-07-25,Kozhikode,Kannur,1,India,Independent House,Semi-Furnished,13848829,3,2.0,2,1916,958,958,5.96,2003,0,0.0,3,4.6,4.0,4.9,Yes,4.6,Kannur,12.6,11.8,18.0,25.3,4.0,9.9,7.1,6.7,11.951961,75.307346
2024-08-23,Wayanad,Ernakulam,3,India,Independent House,Fully Furnished,28221484,6,5.0,2,4894,2447,2447,17.38,2008,2020,0.0,3,12.7,10.0,12.4,Yes,3.8,Vyttila,35.7,27.5,7.8,16.3,7.7,9.6,6.8,2.1,9.889046,76.117518
2023-12-24,Wayanad,Ernakulam,3,India,Independent House,Semi-Furnished,21028078,5,5.0,1,3746,3746,0,30.93,1994,0,2.0,5,10.3,9.8,10.4,Yes,5.3,Aluva,42.6,16.3,19.5,28.7,4.8,4.5,5.9,7.9,9.958687,76.243472
2023-05-22,Kozhikode,Idukki,1,India,Independent House,Semi-Furnished,27479103,5,5.0,1,3833,3833,0,31.3,2016,0,0.0,2,5.8,4.0,5.0,Yes,6.4,Adimali,43.8,10.7,7.1,25.1,9.7,5.0,2.3,2.0,9.725918,77.006242
2025-01-27,Alappuzha,Ernakulam,1,India,Apartment,Unfurnished,13889411,3,3.0,1,2222,2222,0,11.03,2011,2015,2.0,3,5.7,4.0,5.0,Yes,6.9,Kaloor,17.3,67.3,0.3,19.9,3.2,3.9,2.3,5.3,9.944002,76.203941
2023-06-23,Thrissur,Idukki,1,India,Villa,Unfurnished,10923483,2,1.0,1,1401,1401,0,5.6,2019,0,2.0,5,2.2,1.9,1.9,No,6.1,Nedumkandam,26.8,6.8,19.1,7.4,3.9,7.9,4.3,5.1,9.805634,77.055704
2023-11-21,Palakkad,Kozhikode,1,India,Apartment,Unfurnished,12425000,4,4.0,1,2500,2500,0,25.8,1993,0,3.0,3,5.4,4.0,5.0,Yes,7.1,Mukkam,12.8,43.8,4.9,23.0,10.0,3.0,7.9,4.9,11.308235,75.769598
2024-08-20,Alappuzha,Pathanamthitta,1,India,Independent House,Semi-Furnished,7877099,1,1.0,1,984,984,0,5.19,2008,2015,4.0,5,4.2,4.0,4.0,Yes,4.2,Mallappally,12.6,56.0,13.9,26.3,9.6,7.8,3.6,3.1,9.309528,76.697127
2023-11-10,Kozhikode,Pathanamthitta,1,India,Villa,Unfurnished,22639301,4,3.0,1,2998,2998,0,13.8,2002,2014,2.0,5,2.3,2.6,2.5,No,9.1,Adoor,8.5,6.5,1.1,14.6,3.4,4.9,6.7,4.1,9.26259,76.801786
2024-09-17,Kollam,Palakkad,1,India,Apartment,Semi-Furnished,16903289,4,3.0,1,2500,2500,0,13.86,1999,0,4.0,5,2.3,2.1,2.4,Yes,6.4,Shoranur,47.0,51.4,15.0,11.2,5.7,8.0,9.7,7.1,10.742413,76.684837
2024-11-27,Kannur,Kottayam,1,India,Independent House,Semi-Furnished,17245826,4,4.0,2,2842,1421,1421,23.27,2025,0,4.0,5,2.9,3.1,2.7,Yes,8.5,Kottayam,44.5,28.1,4.6,11.3,9.6,4.3,9.4,2.8,9.527565,76.560786
2023-09-24,Kochi,Ernakulam,1,India,Independent House,Semi-Furnished,17241042,2,1.0,1,1156,1156,0,18.68,2003,2022,4.0,5,5.4,4.0,5.0,Yes,7.1,Fort Kochi,39.0,67.0,16.0,22.7,4.9,9.5,3.9,9.3,10.024149,76.056627
2023-12-11,Kozhikode,Thrissur,1,India,Independent House,Fully Furnished,15952416,3,3.0,3,2000,667,1333,10.95,2019,2021,0.0,2,3.7,3.9,3.4,Yes,7.3,Ayyanthole,26.1,64.2,19.3,28.5,9.0,3.8,4.2,5.7,10.615224,75.966189
2023-08-15,Kottayam,Idukki,1,India,Villa,Semi-Furnished,6761810,1,1.0,1,795,795,0,24.16,2011,2011,1.0,5,5.3,4.0,4.9,Yes,7.5,Adimali,24.8,63.9,1.1,12.3,6.6,3.3,9.8,9.7,9.800716,77.052028
2024-06-15,Kannur,Ernakulam,1,India,Villa,Fully Furnished,26691667,6,5.0,1,3998,3998,0,17.88,2013,0,3.0,2,1.8,2.2,2.2,Yes,7.3,Kalamassery,26.7,33.1,7.5,3.6,8.7,3.8,6.1,2.1,9.954617,76.172705
2023-08-31,Malappuram,Thrissur,1,India,Independent House,Semi-Furnished,21755150,6,5.0,1,4023,4023,0,25.77,2004,0,4.0,5,2.5,2.9,2.6,Yes,7.7,Guruvayur,27.1,66.2,14.4,1.7,7.6,4.7,6.3,3.7,10.432501,76.292152
2024-05-02,Palakkad,Ernakulam,1,India,Villa,Semi-Furnished,34303030,6,5.0,2,4175,2088,2087,11.64,2021,0,3.0,4,1.4,1.3,1.4,Yes,8.9,Vyttila,22.0,51.1,19.9,25.0,8.6,7.8,5.0,9.5,9.82628,76.380319
2023-03-02,Malappuram,Alappuzha,1,India,Villa,Fully Furnished,20715880,5,5.0,2,3628,1814,1814,15.79,2018,0,4.0,2,4.7,4.0,5.0,Yes,6.9,Cherthala,7.0,31.5,7.4,9.7,5.4,6.1,1.9,7.1,9.485592,76.234608
2023-05-27,Wayanad,Thiruvananthapuram,3,India,Villa,Unfurnished,19979728,4,4.0,3,3084,1028,2056,29.73,1990,0,0.0,2,12.0,10.0,11.8,Yes,7.8,Kilimanoor,6.7,8.3,19.9,24.8,9.9,6.2,1.2,7.1,8.473351,76.858622
2023-08-21,Malappuram,Thiruvananthapuram,1,India,Independent House,Fully Furnished,11032065,3,2.0,2,2090,1045,1045,9.66,2011,0,0.0,4,3.4,3.3,3.0,Yes,6.3,Ulloor,47.6,7.2,18.0,3.9,5.8,7.1,6.1,1.9,8.589298,76.998594
2024-09-15,Kannur,Thiruvananthapuram,1,India,Independent House,Fully Furnished,26038544,4,3.0,2,2935,1468,1467,19.61,2006,0,2.0,5,1.8,1.7,2.1,No,9.1,Kazhakkoottam,24.4,21.6,14.4,1.7,3.3,7.7,4.2,5.5,8.382467,76.907713
2023-07-28,Kozhikode,Thiruvananthapuram,1,India,Independent House,Fully Furnished,31516236,4,3.0,1,3045,3045,0,21.89,1987,0,3.0,2,1.5,1.5,1.8,Yes,5.3,Vazhuthacaud,47.7,25.4,7.8,9.6,8.4,8.0,5.9,8.2,8.450945,77.043481
2024-11-05,Kottayam,Kollam,1,India,Apartment,Semi-Furnished,7078809,2,1.0,1,1404,1404,0,23.57,1999,0,1.0,5,4.5,4.0,4.7,Yes,9.7,Chavara,8.6,74.3,10.8,9.8,4.5,6.0,9.3,1.1,8.781992,76.718338
2023-03-28,Wayanad,Malappuram,3,India,Independent House,Fully Furnished,16022356,5,5.0,1,3772,3772,0,28.98,2008,0,0.0,4,12.4,10.0,12.5,No,6.4,Perinthalmanna,27.9,80.0,14.5,29.9,3.6,3.9,9.3,3.7,11.037336,75.987045
2024-01-03,Palakkad,Thrissur,1,India,Apartment,Fully Furnished,15549798,4,3.0,1,2500,2500,0,16.83,2010,0,0.0,5,1.2,1.7,1.3,Yes,3.9,Ollur,10.8,13.2,13.8,7.5,7.8,3.7,3.1,2.6,10.465818,76.14587
2024-03-16,Thrissur,Pathanamthitta,1,India,Apartment,Semi-Furnished,12287824,2,1.0,1,1699,1699,0,24.47,2019,0,4.0,3,1.8,1.4,1.5,Yes,6.7,Pathanamthitta,13.0,75.5,5.9,22.4,8.5,4.8,9.3,2.3,9.158031,76.797586
2024-04-08,Thiruvananthapuram,Kollam,1,India,Villa,Unfurnished,22329934,3,4.0,1,2295,2295,0,17.84,2024,0,2.0,4,2.5,2.2,2.6,Yes,5.3,Punalur,2.0,57.1,11.2,27.7,7.4,4.2,1.2,5.4,8.791767,76.415571
2024-05-29,Palakkad,Palakkad,1,India,Villa,Unfurnished,22711854,6,5.0,1,3947,3947,0,13.62,2014,0,0.0,5,2.0,2.4,2.3,Yes,8.0,Ottapalam,6.4,40.9,16.7,23.6,4.7,5.7,7.3,3.8,10.749626,76.505772
2023-07-10,Thrissur,Kottayam,1,India,Villa,Unfurnished,26839026,5,5.0,1,3649,3649,0,15.14,2001,2020,1.0,5,2.5,2.1,2.7,Yes,5.3,Erattupetta,45.9,76.5,9.6,29.2,4.5,9.9,3.2,1.1,9.529827,76.447272
2023-03-16,Kannur,Malappuram,1,India,Apartment,Semi-Furnished,18044208,4,4.0,1,2500,2500,0,24.73,1999,0,0.0,4,2.5,2.2,2.3,Yes,5.7,Edappal,16.4,57.7,11.4,5.4,5.2,5.1,2.9,4.8,10.970303,76.240077
2024-10-30,Thiruvananthapuram,Kozhikode,1,India,Independent House,Semi-Furnished,17960473,3,3.0,2,2431,1216,1215,8.31,1998,0,1.0,2,4.3,4.0,4.4,Yes,3.1,Mukkam,30.6,48.3,6.7,20.7,7.8,9.6,4.9,2.0,11.264513,75.79963
2023-02-22,Kochi,Kottayam,1,India,Independent House,Semi-Furnished,15797873,2,2.0,1,1382,1382,0,5.79,2016,0,1.0,3,1.9,2.3,1.6,No,5.7,Pala,23.5,18.3,3.4,15.9,3.4,7.5,2.7,5.4,9.447888,76.467683
2025-04-07,Thrissur,Idukki,1,India,Apartment,Semi-Furnished,6610858,1,1.0,1,929,929,0,18.82,1996,0,1.0,5,3.2,3.5,3.4,Yes,2.1,Munnar,20.3,21.1,1.5,26.2,9.0,3.4,8.3,7.6,9.867224,76.888038
2024-02-06,Malappuram,Kottayam,1,India,Apartment,Semi-Furnished,17942361,4,4.0,1,2500,2500,0,27.98,2019,0,3.0,3,2.1,2.2,2.1,Yes,3.6,Kuravilangad,26.8,73.1,8.2,22.4,9.7,8.3,2.9,7.0,9.662645,76.423784
2023-03-29,Wayanad,Thrissur,3,India,Villa,Fully Furnished,23910806,6,5.0,3,4159,1386,2773,21.66,2023,0,0.0,4,12.6,10.0,13.0,No,7.9,Kodungallur,9.8,18.8,12.7,23.5,9.2,8.0,9.9,7.1,10.497091,76.163116
2025-03-24,Wayanad,Malappuram,3,India,Independent House,Semi-Furnished,20374517,5,5.0,2,3538,1769,1769,20.39,1998,0,1.0,4,10.0,10.0,10.5,Yes,7.9,Malappuram,49.4,4.5,15.2,11.9,6.0,7.9,7.5,9.6,11.053146,76.028761
2025-02-11,Kottayam,Thiruvananthapuram,1,India,Apartment,Unfurnished,6713495,2,2.0,1,1179,1179,0,19.35,1989,0,3.0,3,3.9,3.5,4.4,Yes,7.3,Neyyattinkara,41.0,22.8,1.9,20.5,6.7,4.0,6.0,2.8,8.498329,76.92111
2025-01-13,Kochi,Kozhikode,1,India,Independent House,Unfurnished,35385398,3,3.0,2,2380,1190,1190,22.08,2005,0,0.0,2,5.1,4.0,4.8,Yes,4.8,Feroke,37.2,39.5,6.5,26.5,6.6,3.1,2.6,4.3,11.201249,75.818808
2024-11-11,Kozhikode,Pathanamthitta,1,India,Independent House,Fully Furnished,17262949,3,2.0,1,2447,2447,0,15.71,2024,0,0.0,5,5.3,4.0,5.0,Yes,6.4,Konni,23.7,31.8,16.2,6.3,7.2,8.8,8.1,5.3,9.279071,76.782911
2023-12-31,Kollam,Malappuram,1,India,Independent House,Semi-Furnished,11185417,3,3.0,3,1933,644,1289,26.35,2001,2024,2.0,4,3.4,3.8,3.5,No,6.5,Kondotty,8.1,75.0,2.4,1.4,9.0,8.2,6.3,6.2,11.005563,76.143724
2023-11-07,Kannur,Ernakulam,1,India,Villa,Unfurnished,28457569,5,5.0,2,3505,1752,1753,15.27,1992,0,3.0,2,4.6,4.0,4.5,Yes,4.4,Edappally,46.1,34.6,19.9,9.7,9.1,7.1,3.0,9.2,9.961133,76.265464
2024-12-31,Kannur,Wayanad,1,India,Apartment,Fully Furnished,6631456,1,1.0,1,1018,1018,0,13.01,1997,0,1.0,5,5.0,4.0,4.9,Yes,9.2,Meenangadi,17.4,71.3,12.7,26.0,5.2,8.3,2.1,7.7,11.688375,76.265727
2024-03-04,Kozhikode,Malappuram,1,India,Apartment,Semi-Furnished,20386485,4,4.0,1,2500,2500,0,26.23,2021,0,0.0,2,1.6,1.4,1.6,Yes,8.1,Edappal,3.0,48.4,18.8,14.2,3.8,7.0,9.9,6.2,10.932772,76.141589
2024-03-05,Kannur,Thiruvananthapuram,1,India,Apartment,Unfurnished,16001370,4,4.0,1,2500,2500,0,12.73,1999,0,3.0,2,5.9,4.0,5.0,Yes,6.1,Kattakada,17.4,42.9,14.7,8.1,6.9,7.1,6.2,9.3,8.368546,76.957382
2024-12-30,Kozhikode,Wayanad,1,India,Independent House,Semi-Furnished,13114671,2,2.0,2,1406,703,703,17.43,1987,0,1.0,5,1.6,2.1,1.6,Yes,6.5,Pulpally,39.8,14.5,19.3,27.4,3.3,9.7,6.4,6.7,11.806007,76.169093
2023-10-16,Kochi,Ernakulam,1,India,Villa,Unfurnished,58502038,5,5.0,2,3734,1867,1867,20.16,1992,0,3.0,2,3.2,3.5,3.6,Yes,6.9,Marine Drive,31.3,23.1,13.4,1.7,7.7,4.0,3.8,6.1,9.99365,76.245164
2024-01-28,Thiruvananthapuram,Palakkad,1,India,Villa,Semi-Furnished,37053204,6,5.0,2,4310,2155,2155,19.03,1992,0,0.0,3,5.2,4.0,5.0,No,2.8,Shoranur,37.7,69.6,5.5,24.3,8.0,5.1,3.4,2.3,10.782484,76.629835
2023-11-19,Kottayam,Pathanamthitta,1,India,Apartment,Semi-Furnished,16971281,4,4.0,1,2500,2500,0,20.32,2019,0,3.0,2,5.6,4.0,5.0,Yes,6.1,Adoor,39.8,62.8,16.0,24.1,7.7,3.8,4.1,9.3,9.197122,76.76681
2023-09-22,Kochi,Kollam,1,India,Independent House,Semi-Furnished,38157645,4,4.0,2,2516,1258,1258,27.26,1985,0,4.0,5,3.0,2.6,2.8,No,5.3,Chavara,11.0,36.9,4.7,15.8,4.8,4.6,2.5,7.7,8.90587,76.528623
2023-08-15,Kochi,Kollam,1,India,Apartment,Semi-Furnished,18858496,4,4.0,1,2500,2500,0,7.47,1998,0,4.0,3,3.3,3.7,3.4,Yes,4.7,Karunagappally,46.2,72.9,11.4,8.3,8.2,8.9,7.3,1.1,8.825497,76.481181
2025-06-02,Thiruvananthapuram,Malappuram,1,India,Independent House,Semi-Furnished,34905052,6,5.0,1,4578,4578,0,15.83,2015,0,0.0,4,4.1,4.0,3.8,Yes,6.0,Kondotty,22.2,65.9,7.6,13.3,5.0,8.0,8.2,7.2,11.071258,76.123626
2024-04-07,Kannur,Thrissur,1,India,Independent House,Unfurnished,11991445,3,3.0,1,2214,2214,0,18.12,2021,0,1.0,3,3.1,2.9,3.0,No,9.7,Wadakkanchery,32.1,10.7,16.0,10.9,6.0,7.0,5.7,3.2,10.538533,76.287214
2024-04-20,Kozhikode,Kozhikode,1,India,Apartment,Unfurnished,14873512,4,4.0,1,2500,2500,0,13.47,1991,0,0.0,5,4.8,4.0,4.8,Yes,7.7,Balussery,0.6,49.3,15.2,4.7,7.9,4.5,9.8,2.2,11.267029,75.811361
2023-04-05,Kannur,Thiruvananthapuram,1,India,Independent House,Unfurnished,11033580,3,3.0,3,1830,610,1220,5.85,2023,0,0.0,3,3.8,4.0,4.0,Yes,5.5,Pattom,49.7,64.3,17.3,18.1,5.2,6.4,6.1,2.9,8.544307,76.932677
2023-11-20,Kollam,Thrissur,1,India,Apartment,Semi-Furnished,13219352,3,2.0,1,2290,2290,0,18.92,2017,0,3.0,2,3.7,3.5,4.0,Yes,7.5,Irinjalakuda,14.4,65.1,5.1,6.3,9.2,6.9,3.6,2.9,10.477534,76.387132
2025-01-28,Kochi,Kannur,1,India,Independent House,Fully Furnished,16429651,2,2.0,1,1303,1303,0,17.25,1996,0,4.0,5,2.9,3.4,3.0,Yes,9.0,Mattannur,3.6,9.1,20.0,29.9,5.3,3.9,4.0,8.3,11.833844,75.31673
2024-02-09,Kozhikode,Kozhikode,1,India,Apartment,Unfurnished,17683059,2,1.0,1,1374,1374,0,22.75,2010,0,,3,1.2,1.2,0.9,,8.2,Koyilandy,23.2,19.5,16.1,17.4,9.0,3.5,5.5,9.3,11.294721,75.800148
2023-01-26,Kochi,Alappuzha,1,India,Independent House,Fully Furnished,40810234,6,5.0,3,4104,1368,2736,32.14,2014,0,0.0,3,4.0,4.0,3.7,Yes,6.6,Haripad,6.9,34.2,7.9,4.0,9.6,4.3,8.4,5.1,9.377617,76.419814
2024-03-04,Kollam,Thiruvananthapuram,1,India,Villa,Fully Furnished,13702398,3,3.0,2,1831,916,915,8.26,1989,2022,2.0,3,5.4,4.0,5.0,Yes,5.3,Kowdiar,8.0,21.6,2.7,18.6,5.6,8.5,9.9,2.4,8.512464,76.851126
2023-12-01,Wayanad,Pathanamthitta,3,India,Independent House,Fully Furnished,4570886,1,1.0,1,909,909,0,16.39,2014,0,2.0,3,12.8,10.0,12.9,Yes,7.8,Mallappally,31.8,10.5,7.1,11.7,3.4,7.0,1.4,9.6,9.355103,76.840054
2023-07-06,Palakkad,Malappuram,1,India,Villa,Fully Furnished,29992388,6,5.0,1,4280,4280,0,24.26,2018,0,3.0,5,1.1,0.7,0.6,Yes,7.2,Edappal,19.9,51.0,2.3,6.0,4.8,7.6,5.5,8.6,10.938837,76.222175
2023-12-07,Malappuram,Kozhikode,1,India,Villa,Semi-Furnished,26787880,6,5.0,2,4005,2002,2003,13.97,1994,0,0.0,5,2.4,2.7,2.8,Yes,8.1,Vadakara,46.1,41.6,12.4,9.3,8.4,3.7,1.8,8.3,11.312704,75.779184
2023-08-27,Kozhikode,Kannur,1,India,Villa,Semi-Furnished,24620212,4,4.0,1,2848,2848,0,23.28,1995,0,4.0,4,1.5,1.7,1.8,Yes,7.6,Taliparamba,16.3,14.1,2.4,8.0,3.7,5.2,2.8,4.0,11.997218,75.382744
2023-07-16,Kochi,Malappuram,1,India,Independent House,Semi-Furnished,10593126,2,2.0,1,1060,1060,0,10.97,2014,0,1.0,4,5.9,4.0,5.0,Yes,8.4,Nilambur,36.4,47.7,8.7,17.7,9.1,4.7,6.5,5.4,11.037753,76.027176
2024-12-30,Kochi,Palakkad,1,India,Villa,Semi-Furnished,23947625,2,1.0,1,1643,1643,0,11.81,1992,0,0.0,3,2.3,2.0,2.5,Yes,5.5,Pattambi,23.3,6.8,13.4,8.6,7.2,8.5,1.6,10.0,10.826548,76.688128
2024-04-30,Malappuram,Kottayam,1,India,Apartment,Unfurnished,13221735,3,3.0,1,2299,2299,0,20.84,2016,0,2.0,4,1.9,1.4,1.9,Yes,8.9,Ettumanoor,33.2,31.9,9.2,1.9,8.6,4.0,6.5,3.4,9.591174,76.456801
2024-01-25,Kozhikode,Thrissur,1,India,Apartment,Fully Furnished,18290250,4,4.0,1,2500,2500,0,21.89,2013,0,0.0,4,4.7,4.0,4.8,No,6.9,Chavakkad,30.2,63.8,17.7,24.6,8.3,4.9,8.3,9.2,10.530394,76.204416
2025-03-17,Alappuzha,Idukki,1,India,Villa,Fully Furnished,30327148,6,5.0,2,4851,2426,2425,25.18,1991,0,2.0,3,5.1,4.0,5.0,No,10.0,Thodupuzha,23.9,71.4,5.0,8.9,8.3,7.9,1.4,4.6,9.743322,76.852255
